lgd_village_code,name_en,name_local,lgd_subdistrict_code,subdistrict,census2001_code,census2011_code,village_status,gp_code,gp_name,effective_date,last_updated,major_version,last_transaction_desc
954765,Bhairukheera-13-Jmd,भरुखीरा-13-जे.एम.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954766,Jagannathsar-483-500Rd,जगन्नाथसर-483-500 आर.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954767,Bhairukheera-14-Jmd,भरुखीरा-14-जे.एम.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954769,Jagannathsar-486-250-Rd,जगन्नाथसर-486-250 आर.डी.,473,Bikaner,,000000,U,262125,Husangsar,2025-05-20,2025-07-23,1,
954770,Husangsar-1-Ngm,हुसंगसर-1-एन.जी.एम.,473,Bikaner,,000000,U,262125,Husangsar,2025-05-20,2025-07-23,1,
954772,Bhairukheera-15 -Jmd,भरुखीरा-15-जे.एम.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954775,Bhairukheera-16-Jmd,भरुखीरा-16-जे.एम.डी.,473,Bikaner,,000000,U,,,2025-05-20,2025-07-23,1,
954778,Bhairukheera-18-Jmd,भरुखीरा-18-जे.एम.डी.,473,Bikaner,,000000,U,262122,Sobhasar,2025-05-20,2025-07-23,1,
955208,Jagdevwala- 417-500-Rd-L,जगदेववाला- 417-500-आर.डी.-एल,473,Bikaner,,000000,U,262121,Dandoosar,2025-05-20,2025-07-25,1,
955819,Shobhasar -1 Dmh,शोभासर - 1 डीएमएच,473,Bikaner,,000000,U,,,2025-07-20,2025-08-01,1,
955823,Shobhasar -2 Dmh,शोभासर - 2डीएमएच,473,Bikaner,,000000,U,262122,Sobhasar,2025-07-20,2025-08-01,1,
955869,Kavani -16 Ssm,कावनी - 16 एसएसएम,473,Bikaner,,000000,U,,,2025-07-20,2025-08-04,1,
955880,Kavani -15 Ssm,कावनी - 15 एसएसएम,473,Bikaner,,000000,U,,,2025-07-20,2025-08-04,1,
955893,Kavani -14 Sssm,कावनी - 14 एसएसएम,473,Bikaner,,000000,U,,,2025-07-20,2025-08-04,1,
955900,Kavani -8 Jsd,कावनी - 8 जे एस डी,473,Bikaner,,000000,U,,,2025-07-20,2025-08-04,1,
955909,Kavani -9 Jsd,कावनी - 9 जे एस डी,473,Bikaner,,000000,U,36026,Kawni,2025-07-20,2025-08-04,1,
956097,Pemasar -5-Bsm,पेमासर - 5-बी.एस.एम.,473,Bikaner,,000000,U,262131,Pemasar,2025-05-20,2025-08-07,1,
961818,Sharah Rupayat-9-Jmd,शरहरूपायत-9-जे.एम.डी.,473,Bikaner,,000000,I,36022,Kalasar,2025-05-20,2026-06-19,1,
69144,5 Pb(A),,474,Poogal,00503200,069144,I,262153,2adm,2025-06-03,2025-07-10,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69145,3 Bld(A),,474,Poogal,00503300,069145,I,294182,2 Pb,2025-06-03,2025-07-22,4,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69146,2 Pb,,474,Poogal,00503400,069146,I,294182,2 Pb,2005-01-01,2005-01-01,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69149,10 Dkd(A),,474,Poogal,00503700,069149,I,36013,Dandi,2005-01-01,2005-01-01,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69150,4 Dkd,,474,Poogal,00503800,069150,I,36013,Dandi,2005-01-01,2005-01-01,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69151,8 Dkd,,474,Poogal,00503900,069151,I,36013,Dandi,2005-01-01,2005-01-01,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69152,Ranewala,,474,Poogal,00504000,069152,I,36013,Dandi,2025-06-03,2025-07-22,24,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69153,2 Dkd,,474,Poogal,00504100,069153,I,36013,Dandi,2005-01-01,2005-01-01,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69154,Phalawali,,474,Poogal,00504200,069154,I,294182,2 Pb,2025-03-18,2026-02-11,6,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69155,Ranisar,राणीसर ,474,Poogal,00504300,069155,I,294182,2 Pb,2025-07-11,2025-07-30,28,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69156,Noor Mohed Ka Dhandla,,474,Poogal,00504400,069156,I,36043,Pahalwan Ka Bera,2014-03-24,2014-03-24,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69157,Pahalwan Ka Bera,पहलवान का बेरा ,474,Poogal,00504500,069157,I,36043,Pahalwan Ka Bera,2025-07-11,2025-07-30,9,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69158,Rasoolsar Daber,,474,Poogal,00504600,069158,I,36043,Pahalwan Ka Bera,2025-06-03,2025-07-22,30,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69159,Khairoowala,,474,Poogal,00504600,069159,I,36043,Pahalwan Ka Bera,2025-06-03,2025-07-14,5,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69160,Kheersar,,474,Poogal,00504700,069160,I,294179,Kumharwala,2025-06-03,2025-07-14,5,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69161,Ganeshwali(7 Rmd),,474,Poogal,00504800,069161,I,36035,Makeri,2025-06-03,2025-07-10,3,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69162,Gangajali,,474,Poogal,00504900,069162,I,36016,Gangajali,2025-06-03,2025-07-14,7,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69163,Jhookiya,,474,Poogal,00505000,069163,I,294180,Ramda,2025-06-03,2025-07-14,10,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69164,Sammewala (6 Smd),,474,Poogal,00505100,069164,I,262164,Sammewala,2025-06-03,2025-07-16,9,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69165,Makeri (3msm),,474,Poogal,00505200,069165,I,36035,Makeri,2025-06-03,2025-07-14,5,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69166,Ramra,रामडा,474,Poogal,00505300,069166,I,294180,Ramda,2025-07-11,2025-07-30,22,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69167,4 Rm,4 RM,474,Poogal,00505300,069167,I,36051,Shivnagar,2014-11-05,2014-11-05,4,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69168,Hanuman Nagar(30 Dod A),,474,Poogal,00505300,069168,I,262154,Hanumannagar,2014-11-05,2014-11-05,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69169,2do-A,,474,Poogal,00505300,069169,I,36012,Delitalai,2025-05-14,2025-06-16,7,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69170,Aduri (3 Ad),,474,Poogal,00505400,069170,I,36003,Aduri,2025-03-26,2026-02-12,9,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69171,Chhagoliya,,474,Poogal,00505500,069171,I,36045,Pugal,2025-06-03,2025-07-14,3,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69172,Pugal,,474,Poogal,00505600,069172,I,36045,Pugal,2025-06-03,2025-08-08,33,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69173,8a .D,,474,Poogal,00505600,069173,I,36045,Pugal,2005-01-01,2005-01-01,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69174,11-14 Ad,,474,Poogal,00505600,069174,I,36045,Pugal,2005-01-01,2005-01-01,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69175,5kwm (Kumhar Wala),,474,Poogal,00505600,069175,I,294179,Kumharwala,2005-01-01,2005-01-01,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69176,5msm,,474,Poogal,00505600,069176,I,36035,Makeri,2005-01-01,2005-01-01,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69177,7ad,,474,Poogal,00505600,069177,I,36045,Pugal,2019-03-14,2019-03-14,5,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69178,Karanpura,,474,Poogal,00505700,069178,I,36055,Tharusar,2025-06-03,2025-07-16,9,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69179,Dhodha,,474,Poogal,00505800,069179,I,36055,Tharusar,2025-06-03,2025-07-16,11,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69180,Tharoosar,,474,Poogal,00505900,069180,I,36055,Tharusar,2025-06-03,2025-07-15,5,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69181,Siyasar Panchkosa,सियासर पंचकोसा,474,Poogal,00506000,069181,I,262172,Siyasar Panchkosa,2025-06-03,2025-07-17,10,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69182,Chakosa,,474,Poogal,00506100,069182,I,262172,Siyasar Panchkosa,2025-06-03,2025-07-14,5,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69183,Ramai (7 Rma),,474,Poogal,00506200,069183,I,36003,Aduri,2025-06-03,2025-07-14,6,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69184,Gogliwala,गोगलीवाला,474,Poogal,00506300,069184,I,36003,Aduri,2025-07-11,2025-07-30,18,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69185,Roopnagar,रूपनगर,474,Poogal,00506400,069185,I,36004,Amarpura,2025-07-11,2025-07-30,13,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69186,Amrewala,,474,Poogal,00506500,069186,I,294180,Ramda,2025-06-03,2025-07-02,8,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69187,Jodhasar,,474,Poogal,00506600,069187,I,36012,Delitalai,2025-06-03,2025-08-07,34,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69188,Delitalai (1doddb),,474,Poogal,00506600,069188,I,36012,Delitalai,2014-11-05,2014-11-05,4,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69189,4rjd,,474,Poogal,00506700,069189,I,36029,Kharwali,2014-03-24,2014-03-24,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69190,Sukhdeopura,,474,Poogal,00506800,069190,I,262170,Bhutto Ka Kuan,2025-05-14,2025-06-16,8,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69191,Amarpura,,474,Poogal,00506900,069191,I,36004,Amarpura,2025-06-03,2025-08-08,40,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69192,Shiv Nagar (3 Bd),,474,Poogal,00507000,069192,I,36051,Shivnagar,2025-06-03,2025-07-14,4,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69193,Ramsar Chota,,474,Poogal,00507100,069193,I,294175,Bhanipura,2014-11-05,2014-11-05,4,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69194,Soorasar,,474,Poogal,00507200,069194,I,36024,Karnisar Bhatiyan,2025-06-03,2025-07-15,7,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69195,Bhanawatawala,,474,Poogal,00507300,069195,I,36024,Karnisar Bhatiyan,2005-01-01,2005-01-01,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69196,Karnisar Bhatiyan,,474,Poogal,00507400,069196,I,36024,Karnisar Bhatiyan,2005-01-01,2005-01-01,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69197,Barjoo,,474,Poogal,00507500,069197,I,294183,Barala,2005-01-01,2005-01-01,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69198,Barala,,474,Poogal,00507600,069198,I,294183,Barala,2005-01-01,2005-01-01,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69199,Deensar,,474,Poogal,00509300,069199,U,294183,Barala,2005-01-01,2020-02-11,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69200,Bandarwala,,474,Poogal,00509400,069200,I,294183,Barala,2014-03-24,2014-03-24,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69201,Bhanipura,,474,Poogal,00509500,069201,I,294175,Bhanipura,2024-06-06,2024-09-05,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69766,Aladin Ka Bera,,474,Poogal,00563000,069766,I,262138,40kyd,2025-06-03,2025-07-14,8,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69829,2 Lkd,,474,Poogal,00568600,069829,I,36055,Tharusar,2019-01-08,2019-01-08,4,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
69830,Kankrala,कंकराला,474,Poogal,00568700,069830,I,294181,Kankrala,2025-06-03,2025-08-07,23,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
914754,2 Jwm,,474,Poogal,,000000,I,262172,Siyasar Panchkosa,2019-01-18,2020-05-17,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
914769,4 Ssm,,474,Poogal,,000000,I,262172,Siyasar Panchkosa,2019-01-18,2020-05-17,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
914780,2 Km,,474,Poogal,,000000,I,262170,Bhutto Ka Kuan,2019-01-18,2020-05-16,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
914783,3 Km Sukhdev Pura,,474,Poogal,,000000,I,262170,Bhutto Ka Kuan,2019-01-18,2020-02-25,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
931790,Devasar,देवासर,474,Poogal,,000000,I,262172,Siyasar Panchkosa,2018-05-31,2019-01-24,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
946132,Chak 1 L. M.,चक 1 एल. एम.,474,Poogal,,000000,I,262154,Hanumannagar,2023-06-28,2024-01-12,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
946133,Chak 2 M.S.M. (A),चक 2 एम.एस.एम. (ए),474,Poogal,,000000,I,262154,Hanumannagar,2023-06-28,2024-01-12,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
946135,Chak 30 D.O.D.D. (L),चक 30 डी.ओ.डी.डी. (एल),474,Poogal,,000000,I,262154,Hanumannagar,2023-06-28,2024-01-12,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
946136,Chak 25 D.O.D.D.,चक 25 डी.ओ.डी.डी.,474,Poogal,,000000,I,262154,Hanumannagar,2023-06-28,2023-10-30,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
946137,Chak 40 D.O.D.D. (Ladhasar),चक 40 डी.ओ.डी.डी. (लाधासर),474,Poogal,,000000,I,262154,Hanumannagar,2023-06-28,2024-01-12,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
946140,Chak 10-300 D.O.D.D. (L),चक 10-300 डी.ओ.डी.डी. (एल),474,Poogal,,000000,I,36003,Aduri,2023-06-28,2024-01-12,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
946141,Chak 23-500 D.O.D.D. (R),चक 23-500 डी.ओ.डी.डी. (आर),474,Poogal,,000000,I,36003,Aduri,2023-06-28,2024-01-12,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
946142,Chak 10-500 D.O.D.D. (R),चक 10-500 डी.ओ.डी.डी. (आर),474,Poogal,,000000,I,36003,Aduri,2023-06-28,2024-01-12,2,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
946143,Chak 18-551 D.O.D.D.,चक 18-551 डी.ओ.डी.डी.,474,Poogal,,000000,I,36003,Aduri,2023-06-28,2023-11-20,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
946144,Chak 38 D.O.D.D. (R),चक 38 डी.ओ.डी.डी. (आर),474,Poogal,,000000,I,36003,Aduri,2023-06-28,2023-11-20,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
948154,Chila,छीला,474,Poogal,,000000,I,294175,Bhanipura,2024-06-06,2024-09-05,1,The Village Kankarwala(69830)...etc  has been shifted to Sub-district Poogal(District Bikaner) from Sub-district Lunkaransar(District Bikaner) in Rajasthan.
